"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"2194",307920,"15 Hatfield Street Dunedin","15 Hatfield Street Dunedin 9010"
"2195",307921,"13 Hatfield Street Dunedin","13 Hatfield Street Dunedin 9010"
"2196",307922,"17 Hatfield Street Dunedin","17 Hatfield Street Dunedin 9010"
"2197",307923,"15 Signal Hill Road Dunedin","15 Signal Hill Road Dunedin 9010"
"2198",307924,"17 Signal Hill Road Dunedin","Estate Phyllis Margaret Varcoe PO Box 143 Dunedin 9054"
"2199",307925,"17A Signal Hill Road Dunedin","99 Blacks Road Dunedin 9010"
"2200",307926,"21 Signal Hill Road Dunedin","4 Panakareao Street Kaitaia 0410"
"2201",307927,"25 Signal Hill Road Dunedin","Jenny Bunce Family Trust 25 Signal Hill Road Dunedin 9010"
"2202",307928,"27 Signal Hill Road Dunedin","27 Signal Hill Road Dunedin 9010"
"2203",307929,"29 Signal Hill Road Dunedin","21 Aytoun Street Dunedin 9013"
"2204",307931,"14 Windsor Street Dunedin","212 Ramrock Road RD 1 Waikouaiti 9471"
"2205",307932,"12 Windsor Street Dunedin","Craig Family Trust 12 Windsor Street Dunedin 9010"
"2206",307933,"10 Windsor Street Dunedin","10 Windsor Street Dunedin 9010"
"2207",307934,"8 Windsor Street Dunedin","Lorimer Pineridge Trust 6/182 Wakefield Street Te Aro Wellington 6011"
"2208",307935,"30 Evans Street Dunedin","30 Evans Street Dunedin 9010"
"2209",307936,"24 Evans Street Dunedin","24 Evans Street Dunedin 9010"
"2210",307937,"7 Comely Bank Dunedin","7 Comely Bank Dunedin 9010"
"2211",307938,"15 Comely Bank Dunedin","C/O Solomons PO Box 5247 Moray Place Dunedin 9058"
"2212",307939,"2A Comely Bank Dunedin","2A Comely Bank Dunedin 9010"
"2213",307940,"2 Comely Bank Dunedin","2 Comely Bank Dunedin 9010"
"2214",307942,"1 Balmoral Street Dunedin","Swallow Family Trust 1 Balmoral Street Dunedin 9010"
"2215",307943,"7 Balmoral Street Dunedin","C/O Solomons PO Box 5247 Moray Place Dunedin 9058"
"2216",307944,"9 Balmoral Street Dunedin","9 Balmoral Street Dunedin 9010"
"2217",307945,"14 Comely Bank Dunedin","A Devine Children&#39;s Education Trust PO Box 73 Kurow 9446"
"2218",307946,"11 Balmoral Street Dunedin","Richard Laverty and Jane Laverty Family Trusts 11 Balmoral Street Dunedin 9010"
"2219",307947,"35 Signal Hill Road Dunedin","35 Signal Hill Road Dunedin 9010"
"2220",307948,"37 Signal Hill Road Dunedin","C/O Property Scouts PO Box 5127 Moray Place Dunedin 9058"
"2221",307949,"39 Signal Hill Road Dunedin","474 Pine Hill Road Dunedin 9010"
"2222",307950,"41 Signal Hill Road Dunedin","41 Signal Hill Road Dunedin 9010"
"2223",307951,"43 Signal Hill Road Dunedin","Independent Science Trust PO Box 6129 Dunedin North Dunedin 9059"
"2224",307952,"47 Signal Hill Road Dunedin","G O and J C Morrison Family Trust 47 Signal Hill Road Dunedin 9010"
"2225",307953,"45 Signal Hill Road Dunedin","45 Signal Hill Road Dunedin 9010"
"2226",307954,"51 Signal Hill Road Dunedin","51 Signal Hill Road Dunedin 9010"
"2227",307955,"49 Signal Hill Road Dunedin","49 Signal Hill Road Dunedin 9010"
"2228",307956,"53 Signal Hill Road Dunedin","53 Signal Hill Road Dunedin 9010"
"2229",307957,"55 Signal Hill Road Dunedin","22A Jubilee Avenue Devonport Auckland 0624"
"2230",307958,"59 Signal Hill Road Dunedin","59 Signal Hill Road Dunedin 9010"
"2231",307959,"8 Roxburgh Street Dunedin","8 Roxburgh Street Dunedin 9010"
"2232",307960,"2 Roxburgh Street Dunedin","2 Roxburgh Street Dunedin 9010"
"2233",307961,"56 Evans Street Dunedin","56 Evans Street Dunedin 9010"
"2234",307962,"54 Evans Street Dunedin","G and R Townsend Family Trust 54 Evans Street Dunedin 9010"
"2235",307963,"52 Evans Street Dunedin","52 Evans Street Dunedin 9010"
"2236",307964,"50 Evans Street Dunedin","50 Evans Street Dunedin 9010"
"2237",307965,"40 Evans Street Dunedin","40 Evans Street Dunedin 9010"
"2238",307966,"44 Evans Street Dunedin","44 Evans Street Dunedin 9010"
"2239",307967,"42 Evans Street Dunedin","C/O Naili Lin 12 Glencairn Street Dunedin 9010"
"2240",307968,"46 Evans Street Dunedin","Eastgate McGavin Family Trust 46 Evans Street Dunedin 9010"
"2241",307969,"48 Evans Street Dunedin","48 Evans Street Dunedin 9010"
"2242",307970,"38A Evans Street Dunedin","15 Wales Street Dunedin 9010"
"2243",307971,"38B Evans Street Dunedin","15 Wales Street Dunedin 9010"
"2244",307972,"38C Evans Street Dunedin","103 Evans Street Dunedin 9010"
"2245",307973,"1 Windsor Street Dunedin","1 Windsor Street Dunedin 9010"
"2246",307974,"3 Windsor Street Dunedin","3 Windsor Street Dunedin 9010"
"2247",307975,"5 Windsor Street Dunedin","Keira Trust 3 Windsor Street Dunedin 9010"
"2248",307976,"15 Windsor Street Dunedin","15 Windsor Street Dunedin 9010"
"2249",307977,"63 Signal Hill Road Dunedin","41 Frame Street Dunedin 9010"
"2250",307978,"65 Signal Hill Road Dunedin","Avalee Trust 10 Lee Stream Road RD 2 Outram 9074"
"2251",307979,"67 Signal Hill Road Dunedin","67 Signal Hill Road Dunedin 9010"
"2252",307980,"69 Signal Hill Road Dunedin","69 Signal Hill Road Dunedin 9010"
"2253",307981,"73 Signal Hill Road Dunedin","73 Signal Hill Road Dunedin 9010"
"2254",307982,"81 Signal Hill Road Dunedin","81 Signal Hill Road Dunedin 9010"
"2255",307983,"106 Blacks Road Dunedin","106 Blacks Road Dunedin 9010"
"2256",307984,"104 Blacks Road Dunedin","Belsey Family Trust 328 Hillingdon Street Dunedin 9010"
"2257",307985,"100 Blacks Road Dunedin","100 Blacks Road Dunedin 9010"
"2258",307986,"98 Blacks Road Dunedin",NA
"2259",307987,"80 Evans Street Dunedin","80 Evans Street Dunedin 9010"
"2260",307988,"78 Evans Street Dunedin","Cunningham Tisdall Family Trust 114 Evans Street Dunedin 9010"
"2261",307989,"76 Evans Street Dunedin","76 Evans Street Dunedin 9010"
"2262",307990,"74 Evans Street Dunedin","74 Evans Street Dunedin 9010"
"2263",307991,"72 Evans Street Dunedin","6/2 Newman Terrace Thorndon Wellington 6011"
"2264",307992,"70 Evans Street Dunedin","70 Evans Street Dunedin 9010"
"2265",307993,"1 Roxburgh Street Dunedin","1 Roxburgh Street Dunedin 9010"
"2266",307994,"5 Roxburgh Street Dunedin","5 Roxburgh Street Dunedin 9010"
"2267",307995,"7 Roxburgh Street Dunedin","7 Roxburgh Street Dunedin 9010"
"2268",307996,"87 Signal Hill Road Dunedin","299 Malvern Street Dunedin 9010"
"2269",307997,"93 Signal Hill Road Dunedin","93 Signal Hill Road Dunedin 9010"
"2270",307998,"97 Signal Hill Road Dunedin","128 Otonga Road Springfield Rotorua 3015"
"2271",307999,"99 Signal Hill Road Dunedin","99 Signal Hill Road Dunedin 9010"
"2272",308000,"101 Signal Hill Road Dunedin","101 Signal Hill Road Dunedin 9010"
"2273",308001,"9 Colin Street Dunedin","Barbara Steptoe Family Trust 9 Colin Street Dunedin 9010"
"2274",308002,"98 Evans Street Dunedin","98 Evans Street Dunedin 9010"
"2275",308003,"96 Evans Street Dunedin","K W Orchiston and P R Lamb Trust 115 Shortcut Road RD 2 Waitati 9085"
"2276",308004,"94 Evans Street Dunedin","Jennifer Helen Clifton Family Trust 94 Evans Street Dunedin 9010"
"2277",308005,"92 Evans Street Dunedin","92 Evans Street Dunedin 9010"
"2278",308006,"97 Blacks Road Dunedin","97 Blacks Road Dunedin 9010"
"2279",308007,"99 Blacks Road Dunedin","99 Blacks Road Dunedin 9010"
"2280",308008,"103 Blacks Road Dunedin","103 Blacks Road Dunedin 9010"
"2281",308009,"105 Blacks Road Dunedin","105 Blacks Road Dunedin 9010"
"2282",308010,"107 Blacks Road Dunedin","Hankey Family Trust 107 Blacks Road Dunedin 9010"
"2283",308011,"105 Signal Hill Road Dunedin","105 Signal Hill Road Dunedin 9010"
"2284",308012,"107 Signal Hill Road Dunedin","Monteath Peters Family Trust 107 Signal Hill Road Dunedin 9010"
"2285",308013,"113 Signal Hill Road Dunedin","Sinclair Trust 113 Signal Hill Road Dunedin 9010"
"2286",308014,"117 Signal Hill Road Dunedin","117 Signal Hill Road Dunedin 9010"
"2287",308015,"119 Signal Hill Road Dunedin","121 Signal Hill Road Dunedin 9010"
"2288",308016,"121 Signal Hill Road Dunedin","121 Signal Hill Road Dunedin 9010"
"2289",308017,"123 Signal Hill Road Dunedin","123 Signal Hill Road Dunedin 9010"
"2290",308018,"125 Signal Hill Road Dunedin","125 Signal Hill Road Dunedin 9010"
"2291",308019,"127 Signal Hill Road Dunedin","127 Signal Hill Road Dunedin 9010"
"2292",308020,"129 Signal Hill Road Dunedin","129 Signal Hill Road Dunedin 9010"
"2293",308021,"16 McGregor Street Dunedin","16 McGregor Street Dunedin 9010"
"2294",308022,"14 McGregor Street Dunedin","14 McGregor Street Dunedin 9010"
"2295",308023,"8 McGregor Street Dunedin","8 McGregor Street Dunedin 9010"
"2296",308024,"6 McGregor Street Dunedin","Rheinstrasse 26 53179 Bonn GERMANY"
"2297",308025,"4 McGregor Street Dunedin",NA
"2298",308026,"2 McGregor Street Dunedin","2 McGregor Street Dunedin 9010"
"2299",308027,"130 Evans Street Dunedin","10 Blucher Avenue Newtown Wellington 6021"
"2300",308028,"128 Evans Street Dunedin","128 Evans Street Dunedin 9010"
"2301",308029,"126 Evans Street Dunedin","126 Evans Street Dunedin 9010"
"2302",308030,"124 Evans Street Dunedin","Burns Creek Trust PO Box 5902 Moray Place Dunedin 9058"
"2303",308031,"122 Evans Street Dunedin","122 Evans Street Dunedin 9010"
"2304",308032,"120 Evans Street Dunedin","120 Evans Street Dunedin 9010"
"2305",308033,"118 Evans Street Dunedin","118 Evans Street Dunedin 9010"
"2306",308034,"116 Evans Street Dunedin","Drivers Road Trust 33 Drivers Road Dunedin 9010"
"2307",308035,"114 Evans Street Dunedin","Cunningham Tisdall Family Trust 114 Evans Street Dunedin 9010"
"2308",308036,"110 Evans Street Dunedin","110 Evans Street Dunedin 9010"
"2309",308037,"108 Evans Street Dunedin","108 Evans Street Dunedin 9010"
"2310",308038,"106 Evans Street Dunedin","106 Evans Street Dunedin 9010"
"2311",308039,"104 Evans Street Dunedin","36 Eastbourne Street Dunedin 9012"
"2312",308040,"102 Evans Street Dunedin","PO Box 31223 Ilam Christchurch 8444"
"2313",308041,"100 Evans Street Dunedin","100 Evans Street Dunedin 9010"
"2314",308042,"8 Colin Street Dunedin","8 Colin Street Dunedin 9010"
"2315",308043,"6 Colin Street Dunedin","6 Colin Street Dunedin 9010"
"2316",308044,"12 Sylvan Street Dunedin","12 Sylvan Street Dunedin 9010"
"2317",308045,"6 Sylvan Street Dunedin","PO Box 608 Wanaka 9343"
"2318",308046,"4 Sylvan Street Dunedin","A J and C Timperley Family Trust 4 Sylvan Street Dunedin 9010"
"2319",308047,"6 Arden Street Dunedin","6 Arden Street Dunedin 9010"
"2320",308048,"4 Arden Street Dunedin","C/O Harcourts Property Management PO Box 5267 Moray Place Dunedin 9058"
"2321",308049,"79 Opoho Road Dunedin","79 Opoho Road Dunedin 9010"
"2322",308050,"81 Opoho Road Dunedin","C/O Cutlers Property Management 709 Great King Street Dunedin 9016"
"2323",308051,"85 Opoho Road Dunedin","107 Evans Street Dunedin 9010"
"2324",308052,"89 Opoho Road Dunedin","693 Waitati Valley Road RD 2 Waitati 9085"
"2325",308053,"91 Opoho Road Dunedin","1/69 Paringa Parade Old Noarlunga SA 5168 AUSTRALIA"
"2326",308054,"95 Opoho Road Dunedin","95 Opoho Road Dunedin 9010"
"2327",308055,"11 Evans Street Dunedin","107 Evans Street Dunedin 9010"
"2328",308056,"17 Evans Street Dunedin","17 Evans Street Dunedin 9010"
"2329",308059,"23 Evans Street Dunedin","Graeme Chave Family Trust 23 Evans Street Dunedin 9010"
"2330",308060,"25 Evans Street Dunedin","25 Evans Street Dunedin 9010"
"2331",308061,"29 Evans Street Dunedin","29 Evans Street Dunedin 9010"
"2332",308062,"38 Arden Street Dunedin","PO Box 7111 Mornington Dunedin 9040"
"2333",308063,"32 Arden Street Dunedin","Christian Watson Trust 728 Highgate Dunedin 9010"
"2334",308064,"30 Arden Street Dunedin","30 Arden Street Dunedin 9010"
"2335",308065,"22 Arden Street Dunedin","149 Hillhead Road Dunedin 9012"
"2336",308066,"20 Arden Street Dunedin","19 Knox Street Dunedin 9010"
"2337",308067,"16 Arden Street Dunedin","19 Knox Street Dunedin 9010"
"2338",308068,"7 Sylvan Street Dunedin","19 Knox Street Dunedin 9010"
"2339",308070,"44 Glendining Avenue Dunedin","19 Knox Street Dunedin 9010"
"2340",308071,"40 Glendining Avenue Dunedin","Lynette Mary Brook Family Trust 40 Glendining Avenue Dunedin 9010"
"2341",308072,"38 Glendining Avenue Dunedin","38 Glendining Avenue Dunedin 9010"
"2342",308073,"36 Glendining Avenue Dunedin","36 Glendining Avenue Dunedin 9010"
"2343",308074,"34 Glendining Avenue Dunedin","34 Glendining Avenue Dunedin 9010"
"2344",308075,"32 Glendining Avenue Dunedin","31 Chain Hills Road RD 1 Dunedin 9076"
"2345",308076,"30 Glendining Avenue Dunedin","31 Evans Street Dunedin 9010"
"2346",308077,"28A Glendining Avenue Dunedin","28A Glendining Avenue Dunedin 9010"
"2347",308078,"28B Glendining Avenue Dunedin","26 Glendining Avenue Dunedin 9010"
"2348",308079,"26 Glendining Avenue Dunedin","26 Glendining Avenue Dunedin 9010"
"2349",308080,"20 Glendining Avenue Dunedin","C/O Finance Committee PO Box 5395 Moray Place Dunedin 9058"
"2350",308081,"18 Glendining Avenue Dunedin","PO Box 5395 Moray Place Dunedin 9058"
"2351",308083,"10 Glendining Avenue Dunedin","10 Glendining Avenue Dunedin 9010"
"2352",308084,"8 Glendining Avenue Dunedin","PO Box 5395 Moray Place Dunedin 9058"
"2353",308085,"6 Glendining Avenue Dunedin","C\\O Debbie McIntyre PO Box 632 Wellington 6140"
"2354",308086,"80 North Road Dunedin","C M Mills Family Trust 80 North Road Dunedin 9010"
"2355",308089,"28 North Road Dunedin","PO Box 8164 Gardens Dunedin 9041"
"2356",308091,"2 North Road Dunedin","Private Bag 4705 Christchurch 8140"
"2357",308093,"17 Opoho Road Dunedin","Private Bag 4705 Christchurch 8140"
"2358",308095,"9 Knox Street Dunedin","878 Blueskin Road RD 2 Waitati 9085"
"2359",308096,"11 Knox Street Dunedin","PO Box 7135 Mornington Dunedin 9040"
"2360",308097,"15 Knox Street Dunedin","PO Box 7111 Mornington Dunedin 9040"
"2361",308098,"17 Knox Street Dunedin","Raja Family Trust 20 Santa Barbara Drive Papamoa Beach Papamoa 3118"
"2362",308099,"32 Knox Street Dunedin","19 Knox Street Dunedin 9010"
"2363",308100,"18 Knox Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"2364",308101,"16 Knox Street Dunedin","Totora Trust 15 Windsor Street Dunedin 9010"
"2365",308102,"14 Knox Street Dunedin","210A Cockayne Road Ngaio Wellington 6035"
"2366",308103,"12 Knox Street Dunedin","PO Box 5939 Moray Place Dunedin 9058"
"2367",308104,"10 Knox Street Dunedin","45 Spencer Street Dunedin 9013"
"2368",308105,"8 Knox Street Dunedin","PO Box 2213 South Dunedin Dunedin 9044"
"2369",308106,"6 Knox Street Dunedin","A C B and T E S Molteno Family Trust PO Box 6322 Dunedin North Dunedin 9059"
"2370",308107,"4 Knox Street Dunedin","A C B and T E S Molteno Family Trust PO Box 6322 Dunedin North Dunedin 9059"
"2371",308108,"39A Opoho Road Dunedin","1/39A Opoho Road Dunedin 9010"
"2372",308109,"39B Opoho Road Dunedin","2A/39 Opoho Road Dunedin 9010"
"2373",308110,"39C Opoho Road Dunedin","36 Arden Street Dunedin 9010"
"2374",308111,"39D Opoho Road Dunedin","4A/39 Opoho Road Dunedin 9010"
"2375",308112,"39E Opoho Road Dunedin","1B/39 Opoho Road Dunedin 9010"
"2376",308113,"39F Opoho Road Dunedin","2B/39 Opoho Road Dunedin 9010"
"2377",308114,"39G Opoho Road Dunedin","3/39B Opoho Road Dunedin 9010"
"2378",308115,"39H Opoho Road Dunedin","4/39B Opoho Road Dunedin 9010"
"2379",308116,"39I Opoho Road Dunedin","60 Watt Street Featherston 5710"
"2380",308117,"39J Opoho Road Dunedin","2C/39 Opoho Road Dunedin 9010"
"2381",308118,"39K Opoho Road Dunedin","45 Fortification Road RD 4O Oamaru 9495"
"2382",308119,"39L Opoho Road Dunedin","1/39D Opoho Road Dunedin 9010"
"2383",308120,"39M Opoho Road Dunedin","PO Box 57 Omarama 9448"
"2384",308121,"39N Opoho Road Dunedin","3D/39 Opoho Road Dunedin 9010"
"2385",308122,"39O Opoho Road Dunedin","4/39D Opoho Road Dunedin 9010"
"2386",308123,"49 Opoho Road Dunedin","49 Opoho Road Dunedin 9010"
"2387",308124,"51 Opoho Road Dunedin","17 Winning Terrace Dinsdale Hamilton 3204"
"2388",308125,"57 Opoho Road Dunedin","M K and R V Taylor Family Trust 57 Opoho Road Dunedin 9010"
"2389",308126,"59 Opoho Road Dunedin","12 Bone Street Dunedin 9013"
"2390",308129,"71 Opoho Road Dunedin","65 Warden Street Dunedin 9010"
"2391",308130,"75 Opoho Road Dunedin","65 Warden Street Dunedin 9010"
"2392",308131,"66 Chambers Street Dunedin","66 Chambers Street Dunedin 9010"
"2393",308132,"64 Chambers Street Dunedin","49A Karaka Street Takapuna Auckland 0622"
"2394",308133,"62 Chambers Street Dunedin","62 Chambers Street Dunedin 9010"
"2395",308134,"58 Chambers Street Dunedin",NA
"2396",308135,"56 Chambers Street Dunedin","45 Spencer Street Dunedin 9013"
"2397",308136,"54 Chambers Street Dunedin","45 Spencer Street Dunedin 9013"
"2398",308137,"50 Chambers Street Dunedin","75 Endsleigh Drive RD 2 Hastings 4172"
"2399",308138,"48 Chambers Street Dunedin","6A Rodney Street Howick Auckland 2014"
"2400",308139,"46 Chambers Street Dunedin","46 Chambers Street Dunedin 9010"
"2401",308140,"44 Chambers Street Dunedin","46 Bradford Street Dunedin 9011"
"2402",308141,"42 Chambers Street Dunedin","45 Claridges Road Casebrook Christchurch 8051"
"2403",308142,"40 Chambers Street Dunedin","40 Chambers Street Dunedin 9010"
"2404",308143,"38 Chambers Street Dunedin","29 Evans Street Dunedin 9010"
"2405",308144,"36 Chambers Street Dunedin","47 Peterhouse Street Tawa Wellington 5028"
"2406",308145,"34 Chambers Street Dunedin","47 Peterhouse Street Tawa Wellington 5028"
"2407",308146,"32 Chambers Street Dunedin","20 Vining Crescent Stoke Nelson 7011"
"2408",308147,"30 Chambers Street Dunedin","2B Belford Street Dunedin 9013"
"2409",308148,"28 Chambers Street Dunedin","2B Belford Street Dunedin 9013"
"2410",308149,"26 Chambers Street Dunedin","28 Kelliher Drive Wanaka 9305"
"2411",308150,"24 Chambers Street Dunedin","30 Birkdale Drive Shirley Christchurch 8061"
"2412",308151,"22 Chambers Street Dunedin","PO Box 2213 South Dunedin Dunedin 9044"
"2413",308152,"20 Chambers Street Dunedin","56 Magdala Street Dunedin 9013"
"2414",308153,"18 Chambers Street Dunedin","18 Chambers Street Dunedin 9010"
"2415",308154,"16 Chambers Street Dunedin","56 Magdala Street Dunedin 9013"
"2416",308155,"14 Chambers Street Dunedin","Five D Trust 73 Clovelly Road Bucklands Beach Auckland 2012"
"2417",308156,"10 Chambers Street Dunedin","16 Dukes Road North RD 2 Mosgiel 9092"
"2418",308157,"8 Chambers Street Dunedin","PO Box 7111 Mornington Dunedin 9040"
"2419",308158,"6 Chambers Street Dunedin","2/367 Whitford Road RD 1 Howick 2571"
"2420",308159,"98 North Road Dunedin","100 North Road Dunedin 9010"
"2421",308160,"96 North Road Dunedin","C/O One Agency Dunedin PO Box 1238 Dunedin 9054"
"2422",308161,"94 North Road Dunedin","4 Panakareao Street Kaitaia 0410"
"2423",308162,"92 North Road Dunedin","PO Box 8005 Gardens Dunedin 9041"
"2424",308163,"90 North Road Dunedin","46 Adderley Terrace Ravensbourne Dunedin 9022"
"2425",308164,"7 Glendining Avenue Dunedin","320 North Road Dunedin 9010"
"2426",308165,"9 Glendining Avenue Dunedin","9 Glendining Avenue Dunedin 9010"
"2427",308166,"11 Glendining Avenue Dunedin","10 Jopard Place Ellerslie Auckland 1051"
"2428",308168,"17 Glendining Avenue Dunedin","7 James Street Dunedin 9010"
"2429",308169,"19 Glendining Avenue Dunedin","19 Glendining Avenue Dunedin 9010"
"2430",308170,"21 Glendining Avenue Dunedin","21 Glendining Avenue Dunedin 9010"
"2431",308171,"23 Glendining Avenue Dunedin","C L and J M Edwards Family Trust PO Box 13 Balclutha 9240"
"2432",308172,"25 Glendining Avenue Dunedin","N E and L P Evans Family Trust 25 Glendining Avenue Dunedin 9010"
