"","ID","PropertyDetails.PropertyAddress","PropertyDetails.PostalAddressForThisAssessment"
"1107",318151,"4 Blair Street Dunedin","4 Blair Street Dunedin 9011"
"1108",318152,"22A English Avenue Dunedin","L and J Savory Trust 82 Eglinton Road Dunedin 9011"
"1109",318153,"18 English Avenue Dunedin","Second Leg Trust 3 Bowler Avenue Dunedin 9011"
"1110",318154,"2 Stansfield Street Dunedin","29 Picardy Street Dunedin 9011"
"1111",318155,"4A Stansfield Street Dunedin","220 Dumfries Road RD 2 Clinton 9584"
"1112",318156,"4B Stansfield Street Dunedin","2/4 Stansfield Street Dunedin 9011"
"1113",318157,"4C Stansfield Street Dunedin","3/4 Stansfield Street Dunedin 9011"
"1114",318158,"4D Stansfield Street Dunedin","4D Stansfield Street Dunedin 9011"
"1115",318159,"6 Stansfield Street Dunedin",NA
"1116",318160,"10 Stansfield Street Dunedin","63 Bayfield Road Dunedin 9013"
"1117",318161,"12 Stansfield Street Dunedin","12 Stansfield Street Dunedin 9011"
"1118",318162,"22 Blair Street Dunedin","C/O Property Scouts PO Box 5127 Moray Place Dunedin 9058"
"1119",318163,"24 Blair Street Dunedin","Hyde Family Trust 24 Blair Street Dunedin 9011"
"1120",318164,"26 Blair Street Dunedin","26 Blair Street Dunedin 9011"
"1121",318165,"30 Blair Street Dunedin","30 Blair Street Dunedin 9011"
"1122",318166,"239 Kenmure Road Dunedin","239 Kenmure Road Dunedin 9011"
"1123",318167,"235 Kenmure Road Dunedin","235 Kenmure Road Dunedin 9011"
"1124",318168,"219 Kenmure Road Dunedin","17 Balmoral Avenue Mosgiel 9024"
"1125",318169,"2 English Avenue Dunedin","2 English Avenue Dunedin 9011"
"1126",318170,"16 English Avenue Dunedin","16 English Avenue Dunedin 9011"
"1127",318171,"3 Blair Street Dunedin","3 Blair Street Dunedin 9011"
"1128",318173,"40 English Avenue Dunedin","40 English Avenue Dunedin 9011"
"1129",318174,"6 Stanley Street Dunedin","6 Stanley Street Dunedin 9011"
"1130",318175,"8 Stanley Street Dunedin","8 Stanley Street Dunedin 9011"
"1131",318176,"10 Stanley Street Dunedin",NA
"1132",318177,"12 Stanley Street Dunedin","12 Stanley Street Dunedin 9011"
"1133",318178,"14 Stanley Street Dunedin","Clarke Family Trust 74 Barry Avenue Cromwell 9310"
"1134",318179,"18 Stanley Street Dunedin","10A Cameron Place Fernhill Queenstown 9300"
"1135",318180,"20 Stanley Street Dunedin","20 Stanley Street Dunedin 9011"
"1136",318181,"22 Stanley Street Dunedin","22 Stanley Street Dunedin 9011"
"1137",318182,"15 Blair Street Dunedin","B &ampH Wright Family Trust 15 Blair Street Dunedin 9011"
"1138",318183,"11 Blair Street Dunedin","11 Blair Street Dunedin 9011"
"1139",318184,"11A Blair Street Dunedin","11A Blair Street Dunedin 9011"
"1140",318185,"9 Blair Street Dunedin","C/O Lynley McIntyre and Dusung Jeung 8 Tawa Road Te Atatu Peninsula Auckland 0610"
"1141",318186,"7 Blair Street Dunedin","7 Blair Street Dunedin 9011"
"1142",318187,"5 Blair Street Dunedin","5 Blair Street Dunedin 9011"
"1143",318188,"19 Blair Street Dunedin","19 Blair Street Dunedin 9011"
"1144",318189,"17 Blair Street Dunedin","17 Blair Street Dunedin 9011"
"1145",318190,"22 Stansfield Street Dunedin","22 Stansfield Street Dunedin 9011"
"1146",318191,"24 Stansfield Street Dunedin","PO Box 701 Wanaka 9343"
"1147",318192,"32 Stanley Street Dunedin","32 Stanley Street Dunedin 9011"
"1148",318193,"34 Stanley Street Dunedin","34 Stanley Street Dunedin 9011"
"1149",318194,"38 Stanley Street Dunedin","38 Stanley Street Dunedin 9011"
"1150",318195,"40 Stanley Street Dunedin","16 Jubilee Avenue Devonport Auckland 0624"
"1151",318196,"42A Stanley Street Dunedin",NA
"1152",318197,"42B Stanley Street Dunedin","42B Stanley Street Dunedin 9011"
"1153",318198,"35 Blair Street Dunedin","Denis and Pamela Stewart Family Trust 35 Blair Street Dunedin 9011"
"1154",318199,"33A Blair Street Dunedin","76 Wesley Street Dunedin 9012"
"1155",318200,"33B Blair Street Dunedin","33B Blair Street Dunedin 9011"
"1156",318201,"255 Kenmure Road Dunedin","A F and A M McCutcheon Family Trust 255 Kenmure Road Dunedin 9011"
"1157",318202,"251 Kenmure Road Dunedin","J C and J M Letts Family Trust 251 Kenmure Road Dunedin 9011"
"1158",318203,"31 Blair Street Dunedin","31 Blair Street Dunedin 9011"
"1159",318204,"29 Blair Street Dunedin","29 Blair Street Dunedin 9011"
"1160",318205,"27 Blair Street Dunedin","27 Blair Street Dunedin 9011"
"1161",318206,"25 Blair Street Dunedin","25 Blair Street Dunedin 9011"
"1162",318207,"31 Stanley Street Dunedin","66 Campbell and Forrests Road RD 1 Timaru 7971"
"1163",318208,"32 Stansfield Street Dunedin","32 Stansfield Street Dunedin 9011"
"1164",318209,"28 Bernard Street Dunedin","200 Brooks Road RD 2 Waipu 0582"
"1165",318210,"30 Bernard Street Dunedin","30 Bernard Street Dunedin 9011"
"1166",318211,"32 Bernard Street Dunedin","32 Bernard Street Dunedin 9011"
"1167",318212,"34 Bernard Street Dunedin","34 Bernard Street Dunedin 9011"
"1168",318213,"36 Bernard Street Dunedin","36 Bernard Street Dunedin 9011"
"1169",318214,"38 Bernard Street Dunedin","PO Box 66 Awanui 0451"
"1170",318215,"40 Bernard Street Dunedin","40 Bernard Street Dunedin 9011"
"1171",318216,"42 Bernard Street Dunedin","42 Bernard Street Dunedin 9011"
"1172",318217,"277 Kenmure Road Dunedin","44 Bernard Street Dunedin 9011"
"1173",318218,"273 Kenmure Road Dunedin","Ticking Along Trust Two 48 Flower Street Fairfield Dunedin 9018"
"1174",318219,"271 Kenmure Road Dunedin","Ticking Along Trust 48 Flower Street Fairfield Dunedin 9018"
"1175",318220,"267 Kenmure Road Dunedin","Ticking Along Trust 48 Flower Street Fairfield Dunedin 9018"
"1176",318221,"43 Stanley Street Dunedin","43 Stanley Street Dunedin 9011"
"1177",318222,"41 Stanley Street Dunedin","64 Old Mill Road Etobicoke ONTARIO M8X 1G8 CANADA"
"1178",318223,"39 Stanley Street Dunedin","39 Stanley Street Dunedin 9011"
"1179",318224,"37 Stanley Street Dunedin","35 Sunninghurst Drive Fairfield Dunedin 9018"
"1180",318225,"35 Stanley Street Dunedin","35 Stanley Street Dunedin 9011"
"1181",318226,"33 Stanley Street Dunedin","33 Stanley Street Dunedin 9011"
"1182",318227,"7 Stanley Street Dunedin","7 Stanley Street Dunedin 9011"
"1183",318228,"1 Stanley Street Dunedin","Carshalton Trust 10 Prestwick Street Dunedin 9010"
"1184",318229,"3 Stanley Street Dunedin","Medlin Family Trust 59 Murano Street Dunedin 9013"
"1185",318230,"5 Stanley Street Dunedin","5 Stanley Street Dunedin 9011"
"1186",318231,"90 Elgin Road Dunedin","90 Elgin Road Dunedin 9011"
"1187",318232,"96 Elgin Road Dunedin","96 Elgin Road Dunedin 9011"
"1188",318233,"6 Bernard Street Dunedin","W B and J R Leonard Accommodation Trust 6 Bernard Street Dunedin 9011"
"1189",318234,"8 Bernard Street Dunedin","8 Bernard Street Dunedin 9011"
"1190",318235,"10A Bernard Street Dunedin","10A Bernard Street Dunedin 9011"
"1191",318236,"10 Bernard Street Dunedin","10 Bernard Street Dunedin 9011"
"1192",318237,"12 Bernard Street Dunedin","12 Bernard Street Dunedin 9011"
"1193",318238,"16 Bernard Street Dunedin","16 Bernard Street Dunedin 9011"
"1194",318239,"18 Bernard Street Dunedin","18 Bernard Street Dunedin 9011"
"1195",318240,"20 Bernard Street Dunedin","20 Bernard Street Dunedin 9011"
"1196",318241,"22 Bernard Street Dunedin","22 Bernard Street Dunedin 9011"
"1197",318242,"23 Stanley Street Dunedin","Swerdloff Family Trust 3 Peel Street Dunedin 9011"
"1198",318243,"21 Stanley Street Dunedin","13A Embo Street Dunedin 9012"
"1199",318244,"19 Stanley Street Dunedin","19 Stanley Street Dunedin 9011"
"1200",318245,"17 Stanley Street Dunedin","17 Stanley Street Dunedin 9011"
"1201",318246,"15 Stanley Street Dunedin","15 Stanley Street Dunedin 9011"
"1202",318247,"9 Stanley Street Dunedin","9 Stanley Street Dunedin 9011"
"1203",318248,"106 Elgin Road Dunedin","106 Elgin Road Dunedin 9011"
"1204",318249,"108 Elgin Road Dunedin","108 Elgin Road Dunedin 9011"
"1205",318250,"112 Elgin Road Dunedin","112 Elgin Road Dunedin 9011"
"1206",318251,"114A Elgin Road Dunedin","16B Royal Crescent St Kilda Dunedin 9012"
"1207",318252,"114B Elgin Road Dunedin","16B Royal Crescent St Kilda Dunedin 9012"
"1208",318253,"114C Elgin Road Dunedin","47 McKerrow Street Dunedin 9013"
"1209",318254,"114D Elgin Road Dunedin","36 Norwood Street Dunedin 9010"
"1210",318255,"114E Elgin Road Dunedin","114E Elgin Road Dunedin 9011"
"1211",318256,"114F Elgin Road Dunedin","47 McKerrow Street Dunedin 9013"
"1212",318257,"116 Elgin Road Dunedin","116 Elgin Road Dunedin 9011"
"1213",318258,"120 Elgin Road Dunedin","PO Box 204 Oban Stewart Island 9846"
"1214",318259,"2 Barr Street Dunedin","9 Netherby Street Dunedin 9011"
"1215",318260,"6 Barr Street Dunedin","6 Barr Street Dunedin 9011"
"1216",318261,"8 Barr Street Dunedin","8 Barr Street Dunedin 9011"
"1217",318262,"12 Barr Street Dunedin","Sara Barr Trust 18 William Street Dunedin 9016"
"1218",318263,"14 Barr Street Dunedin","14 Barr Street Dunedin 9011"
"1219",318264,"18 Barr Street Dunedin","18 Barr Street Dunedin 9011"
"1220",318265,"20 Barr Street Dunedin","20 Barr Street Dunedin 9011"
"1221",318266,"22 Barr Street Dunedin","50 Chapman Street Dunedin 9010"
"1222",318267,"24 Barr Street Dunedin","24 Barr Street Dunedin 9011"
"1223",318268,"26 Barr Street Dunedin","Scott Mabbett Family Trust PO Box 6312 Dunedin North Dunedin 9059"
"1224",318269,"28 Barr Street Dunedin","28 Barr Street Dunedin 9011"
"1225",318270,"30 Barr Street Dunedin","Elsie May Trust PO Box 5650 Moray Place Dunedin 9058"
"1226",318271,"32 Barr Street Dunedin","32 Barr Street Dunedin 9011"
"1227",318272,"36 Barr Street Dunedin","36 Barr Street Dunedin 9011"
"1228",318273,"7 Elizabeth Street Dunedin","7 Elizabeth Street Dunedin 9011"
"1229",318274,"50 Barr Street Dunedin","50 Barr Street Dunedin 9011"
"1230",318275,"54 Barr Street Dunedin","54 Barr Street Dunedin 9011"
"1231",318276,"58 Barr Street Dunedin","58 Barr Street Dunedin 9011"
"1232",318277,"72 Barr Street Dunedin","3/111 Stirling Highway Nedlands WA 6009 AUSTRALIA"
"1233",318279,"70 Barr Street Dunedin","68 Barr Street Dunedin 9011"
"1234",318280,"66 Barr Street Dunedin","66 Barr Street Dunedin 9011"
"1235",318281,"64 Barr Street Dunedin","Smith Family Trust 64 Barr Street Dunedin 9011"
"1236",318282,"62 Barr Street Dunedin","62 Barr Street Dunedin 9011"
"1237",318283,"60 Barr Street Dunedin","60 Barr Street Dunedin 9011"
"1238",318284,"80 Barr Street Dunedin","14 Paulange Place Pakuranga Heights Auckland 2010"
"1239",318285,"102 Barr Street Dunedin","102 Barr Street Dunedin 9011"
"1240",318286,"106 Barr Street Dunedin","3 Belford Street Dunedin 9013"
"1241",318287,"108 Barr Street Dunedin","108 Barr Street Dunedin 9011"
"1242",318288,"100 Barr Street Dunedin","8 Ward Street Dunedin 9016"
"1243",318289,"98 Barr Street Dunedin","98 Barr Street Dunedin 9011"
"1244",318290,"88 Barr Street Dunedin","70 Ngapuhi Road Remuera Auckland 1050"
"1245",318291,"110 Barr Street Dunedin","110 Barr Street Dunedin 9011"
"1246",318292,"92 Barr Street Dunedin","92 Barr Street Dunedin 9011"
"1247",318293,"105 Barr Street Dunedin","105 Barr Street Dunedin 9011"
"1248",318294,"11 Leary Street Dunedin","11 Leary Street Dunedin 9011"
"1249",318295,"15 Leary Street Dunedin","15 Leary Street Dunedin 9011"
"1250",318296,"17 Leary Street Dunedin","R F and C M Duffy Family Trust 17 Leary Street Dunedin 9011"
"1251",318297,"125 Barr Street Dunedin","125 Barr Street Dunedin 9011"
"1252",318298,"90 Barr Street Dunedin","90 Barr Street Dunedin 9011"
"1253",318299,"104 Barr Street Dunedin","K J and T K Family Trust 104 Barr Street Dunedin 9011"
"1254",318300,"26A Leary Street Dunedin","26A Leary Street Dunedin 9011"
"1255",318301,"26B Leary Street Dunedin","26B Leary Street Dunedin 9011"
"1256",318302,"555 Kaikorai Valley Road Dunedin","PO Box 5708 Moray Place Dunedin 9058"
"1257",318303,"33 Mercer Street Dunedin","33 Mercer Street Dunedin 9011"
"1258",318304,"28 Leary Street Dunedin","Rohan Family Trust 28 Leary Street Dunedin 9011"
"1259",318305,"112 Barr Street Dunedin","112 Barr Street Dunedin 9011"
"1260",318306,"577 Kaikorai Valley Road Dunedin","3 White Hart Lane Mosgiel 9024"
"1261",318307,"559 Kaikorai Valley Road Dunedin","34 Carnarvon Street Dunedin 9011"
"1262",318310,"349 Kenmure Road Dunedin","Wafer Family Frust 349 Kenmure Road Dunedin 9011"
"1263",318311,"343 Kenmure Road Dunedin","343 Kenmure Road Dunedin 9011"
"1264",318312,"341 Kenmure Road Dunedin","341 Kenmure Road Dunedin 9011"
"1265",318313,"347 Kenmure Road Dunedin","347 Kenmure Road Dunedin 9011"
"1266",318314,"345 Kenmure Road Dunedin","345 Kenmure Road Dunedin 9011"
"1267",318315,"116 Barr Street Dunedin","K J Ralston Family Trust 390A Kaikorai Valley Road Dunedin 9011"
"1268",318316,"114 Barr Street Dunedin","114 Barr Street Dunedin 9011"
"1269",318318,"124 Barr Street Dunedin","124 Barr Street Dunedin 9011"
"1270",318319,"351 Kenmure Road Dunedin","363A Kenmure Road Dunedin 9011"
"1271",318320,"363 Kenmure Road Dunedin","363 Kenmure Road Dunedin 9011"
"1272",318321,"353 Kenmure Road Dunedin","353 Kenmure Road Dunedin 9011"
"1273",318322,"367 Kenmure Road Dunedin","367 Kenmure Road Dunedin 9011"
"1274",318323,"369 Kenmure Road Dunedin","369 Kenmure Road Dunedin 9011"
"1275",318324,"365 Kenmure Road Dunedin","365 Kenmure Road Dunedin 9011"
"1276",318329,"232 Kenmure Road Dunedin","PO Box 1474 Dunedin 9054"
"1277",318330,"50F Hocken Street Dunedin","50F Hocken Street Dunedin 9011"
"1278",318331,"238 Kenmure Road Dunedin","31 Reservoir Road RD 1 Waikouaiti 9471"
"1279",318332,"240 Kenmure Road Dunedin","240 Kenmure Road Dunedin 9011"
"1280",318333,"242 Kenmure Road Dunedin","242 Kenmure Road Dunedin 9011"
"1281",318334,"50E Hocken Street Dunedin","50E Hocken Street Dunedin 9011"
"1282",318335,"246 Kenmure Road Dunedin","246 Kenmure Road Dunedin 9011"
"1283",318336,"250 Kenmure Road Dunedin","250 Kenmure Road Dunedin 9011"
"1284",318337,"50D Hocken Street Dunedin","Bryson Family Trust 50D Hocken Street Dunedin 9011"
"1285",318338,"252 Kenmure Road Dunedin","252 Kenmure Road Dunedin 9011"
"1286",318339,"50C Hocken Street Dunedin","50C Hocken Street Dunedin 9011"
"1287",318340,"258 Kenmure Road Dunedin","258 Kenmure Road Dunedin 9011"
"1288",318341,"50B Hocken Street Dunedin","50B Hocken Street Dunedin 9011"
"1289",318342,"262 Kenmure Road Dunedin","252 Tirohanga Road RD 2 Mosgiel 9092"
"1290",318343,"50A Hocken Street Dunedin","50A Hocken Street Dunedin 9011"
"1291",318344,"266 Kenmure Road Dunedin","266 Kenmure Road Dunedin 9011"
"1292",318345,"268 Kenmure Road Dunedin","268 Kenmure Road Dunedin 9011"
"1293",318346,"272 Kenmure Road Dunedin","272 Kenmure Road Dunedin 9011"
"1294",318347,"276 Kenmure Road Dunedin","276 Kenmure Road Dunedin 9011"
"1295",318348,"278 Kenmure Road Dunedin","67 Falcon Street Dunedin 9010"
"1296",318349,"280 Kenmure Road Dunedin","71 Clarence Street Ponsonby Auckland 1011"
"1297",318350,"282 Kenmure Road Dunedin","282 Kenmure Road Dunedin 9011"
"1298",318351,"284 Kenmure Road Dunedin","22A Walter Street Dunedin 9011"
"1299",318352,"286 Kenmure Road Dunedin","1 King Edward Street Dunedin 9012"
"1300",318353,"288 Kenmure Road Dunedin","288 Kenmure Road Dunedin 9011"
"1301",318354,"290 Kenmure Road Dunedin","290 Kenmure Road Dunedin 9011"
"1302",318355,"292 Kenmure Road Dunedin","292 Kenmure Road Dunedin 9011"
"1303",318356,"294 Kenmure Road Dunedin","294 Kenmure Road Dunedin 9011"
"1304",318357,"296 Kenmure Road Dunedin","296 Kenmure Road Dunedin 9011"
"1305",318358,"298 Kenmure Road Dunedin","Bruno Trust PO Box 65 Kurow 9446"
"1306",318359,"302 Kenmure Road Dunedin","Byers Family Trust 302 Kenmure Road Dunedin 9011"
"1307",318360,"304 Kenmure Road Dunedin","304 Kenmure Road Dunedin 9011"
"1308",318361,"308 Kenmure Road Dunedin","308 Kenmure Road Dunedin 9011"
"1309",318362,"310 Kenmure Road Dunedin","310 Kenmure Road Dunedin 9011"
"1310",318363,"316 Kenmure Road Dunedin","316 Kenmure Road Dunedin 9011"
"1311",318364,"318 Kenmure Road Dunedin","Little Trust 162 Mornington Road Dunedin 9011"
"1312",318365,"320 Kenmure Road Dunedin","320 Kenmure Road Dunedin 9011"
"1313",318366,"322 Kenmure Road Dunedin","8 Bowler Avenue Dunedin 9011"
"1314",318367,"2 Hocken Street Dunedin","2 Hocken Street Dunedin 9011"
"1315",318368,"4 Hocken Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"1316",318369,"6 Hocken Street Dunedin","M J and S J Hanrahan Family Trust 6 Hocken Street Dunedin 9011"
"1317",318370,"8 Hocken Street Dunedin","13 Orchard Grove East Taieri Mosgiel 9024"
"1318",318371,"10 Hocken Street Dunedin","10 Hocken Street Dunedin 9011"
"1319",318372,"12 Hocken Street Dunedin","12 Hocken Street Dunedin 9011"
"1320",318373,"14 Hocken Street Dunedin","14 Hocken Street Dunedin 9011"
"1321",318374,"16 Hocken Street Dunedin","16 Hocken Street Dunedin 9011"
"1322",318375,"18 Hocken Street Dunedin","18 Hocken Street Dunedin 9011"
"1323",318376,"20 Hocken Street Dunedin","20 Hocken Street Dunedin 9011"
"1324",318377,"22 Hocken Street Dunedin","22 Hocken Street Dunedin 9011"
"1325",318378,"24 Hocken Street Dunedin","24 Hocken Street Dunedin 9011"
"1326",318379,"26 Hocken Street Dunedin","Attention Diccon Sim PO Box 143 Dunedin 9054"
"1327",318380,"28 Hocken Street Dunedin","28 Hocken Street Dunedin 9011"
"1328",318381,"30 Hocken Street Dunedin","30 Hocken Street Dunedin 9011"
"1329",318382,"32 Hocken Street Dunedin","32 Hocken Street Dunedin 9011"
"1330",318383,"34 Hocken Street Dunedin","34 Hocken Street Dunedin 9011"
"1331",318384,"34A Hocken Street Dunedin","34A Hocken Street Dunedin 9011"
"1332",318385,"36 Hocken Street Dunedin","36 Hocken Street Dunedin 9011"
"1333",318386,"38 Hocken Street Dunedin","38 Hocken Street Dunedin 9011"
"1334",318387,"40 Hocken Street Dunedin","T and J Croot Family Trust 40 Hocken Street Dunedin 9011"
"1335",318388,"42 Hocken Street Dunedin","42 Hocken Street Dunedin 9011"
"1336",318389,"44 Hocken Street Dunedin","44 Hocken Street Dunedin 9011"
"1337",318390,"46 Hocken Street Dunedin","46 Hocken Street Dunedin 9011"
"1338",318391,"48 Hocken Street Dunedin","48 Hocken Street Dunedin 9011"
"1339",318392,"50 Hocken Street Dunedin","50 Hocken Street Dunedin 9011"
"1340",318393,"52 Hocken Street Dunedin","52 Hocken Street Dunedin 9011"
"1341",318394,"54 Hocken Street Dunedin","C/O History Department PO Box 56 Dunedin 9054"
"1342",318395,"56 Hocken Street Dunedin","56 Hocken Street Dunedin 9011"
"1343",318396,"58 Hocken Street Dunedin","58 Hocken Street Dunedin 9011"
"1344",318397,"60 Hocken Street Dunedin","60 Hocken Street Dunedin 9011"
"1345",318398,"62 Hocken Street Dunedin","62 Hocken Street Dunedin 9011"
"1346",318399,"64 Hocken Street Dunedin","64 Hocken Street Dunedin 9011"
"1347",318400,"66 Hocken Street Dunedin","192 Steep Hill Road RD 1 Waikouaiti 9471"
"1348",318401,"68 Hocken Street Dunedin","68 Hocken Street Dunedin 9011"
"1349",318402,"70 Hocken Street Dunedin","18/415 Boat harbour Drive Torquay QLD 4655 AUSTRALIA"
"1350",318403,"72 Hocken Street Dunedin","72 Hocken Street Dunedin 9011"
"1351",318404,"74 Hocken Street Dunedin","74 Hocken Street Dunedin 9011"
"1352",318405,"76 Hocken Street Dunedin","76 Hocken Street Dunedin 9011"
"1353",318406,"78 Hocken Street Dunedin","Thyra Trust 129 Signal Hill Road Dunedin 9010"
"1354",318407,"80 Hocken Street Dunedin","80 Hocken Street Dunedin 9011"
"1355",318408,"84 Hocken Street Dunedin","84 Hocken Street Dunedin 9011"
"1356",318409,"86 Hocken Street Dunedin","86 Hocken Street Dunedin 9011"
"1357",318410,"88 Hocken Street Dunedin","88 Hocken Street Dunedin 9011"
"1358",318411,"90 Hocken Street Dunedin","90 Hocken Street Dunedin 9011"
"1359",318412,"92 Hocken Street Dunedin","92 Hocken Street Dunedin 9011"
"1360",318413,"94 Hocken Street Dunedin","94 Hocken Street Dunedin 9011"
"1361",318414,"96 Hocken Street Dunedin","96 Hocken Street Dunedin 9011"
"1362",318415,"98 Hocken Street Dunedin","98 Hocken Street Dunedin 9011"
"1363",318416,"100 Hocken Street Dunedin","100 Hocken Street Dunedin 9011"
"1364",318417,"106 Hocken Street Dunedin","106 Hocken Street Dunedin 9011"
"1365",318418,"105 Hocken Street Dunedin","105 Hocken Street Dunedin 9011"
"1366",318419,"101 Hocken Street Dunedin","101 Hocken Street Dunedin 9011"
"1367",318420,"99 Hocken Street Dunedin","99 Hocken Street Dunedin 9011"
"1368",318421,"97 Hocken Street Dunedin","97 Hocken Street Dunedin 9011"
